family	gene	coordinates
TPR_2	TTHERM_00370900	485016-489165
TPR_2	TTHERM_00219470	616359-621207
TPR_2	TTHERM_00444480	125535-129189
TPR_2	TTHERM_00354740	1301917-1303691
TPR_2	TTHERM_00312410	176965-178468
TPR_2	TTHERM_000128699	458383-458923
TPR_2	TTHERM_000361639	163666-166170
TPR_2	TTHERM_00728950	167653-172397
TPR_2	TTHERM_00361620	154431-158772
TPR_2	TTHERM_000256959	746283-746901
TPR_2	TTHERM_00727550	26941-27897
TPR_2	TTHERM_000736469	212956-213353
TPR_2	TTHERM_00095528	65399-69395
TPR_2	TTHERM_00421140	558219-560273
TPR_2	TTHERM_00123690	1448335-1450406
TPR_2	TTHERM_000833879	220390-221605
TPR_2	TTHERM_00170580	314393-317960
TPR_2	TTHERM_00856580	149137-151030
TPR_2	TTHERM_00954310	120741-123460
TPR_2	TTHERM_00502439	404877-408106
TPR_2	TTHERM_00700910	132597-139175
TPR_2	TTHERM_00295850	165601-166036
TPR_2	TTHERM_00624210	244056-246606
TPR_2	TTHERM_000238919	201072-202242
TPR_2	TTHERM_00486300	227662-229927
TPR_2	TTHERM_000790749	145052-145846
TPR_2	TTHERM_00697260	84738-86234
TPR_2	TTHERM_01107390	63398-64695
TPR_2	TTHERM_00486430	268565-270489
TPR_2	TTHERM_00128310	610350-612219
TPR_2	TTHERM_00890160	74414-76477
TPR_2	TTHERM_00836620	36851-39919
TPR_2	TTHERM_000629729	374456-375854
TPR_2	TTHERM_00220980	792963-794499
TPR_2	TTHERM_00170580	314393-317960
TPR_2	TTHERM_000578529	50812-52774
TPR_2	TTHERM_00095510	57953-59289
TPR_2	TTHERM_00421170	566385-567206
TPR_2	TTHERM_000157889	716318-718226
TPR_2	TTHERM_00433670	758958-759504
TPR_2	TTHERM_01132870	38894-42789
TPR_2	TTHERM_01001510	124040-125543
TPR_2	TTHERM_00683400	320689-324366
TPR_2	TTHERM_00437540	448887-453214
TPR_2	TTHERM_00346760	606159-607233
TPR_2	TTHERM_00107040	1121173-1124964
TPR_2	TTHERM_00031760	934371-937281
TPR_2	TTHERM_00245550	364462-365401
TPR_2	TTHERM_00194770	599990-604508
TPR_2	TTHERM_00312470	188393-190134
TPR_2	TTHERM_00127230	644108-644327
TPR_2	TTHERM_000312408	171328-172834
TPR_2	TTHERM_00022750	1970988-1972038
TPR_2	TTHERM_00140770	20636-24832
TPR_2	TTHERM_00254500	498754-501778
TPR_2	TTHERM_00771980	216375-219114
TPR_2	TTHERM_000388459	309712-310150
TPR_2	TTHERM_00133410	943636-944806
TPR_2	TTHERM_01192460	62840-63886
TPR_2	TTHERM_00499340	38569-41402
TPR_2	TTHERM_00145680	763616-765140
TPR_2	TTHERM_00393350	240757-242410
TPR_2	TTHERM_01075610	12398-13524
TPR_2	TTHERM_00433650	763106-764767
TPR_2	TTHERM_00497260	164894-168299
TPR_2	TTHERM_00077440	574647-576818
TPR_2	TTHERM_01358380	7797-17542
TPR_2	TTHERM_01253340	2752-4927
TPR_2	TTHERM_01119520	69540-70863
TPR_2	TTHERM_00437750	359648-361154
TPR_2	TTHERM_00077100	430489-434301
TPR_2	TTHERM_00420970	497467-499639
TPR_2	TTHERM_00242560	840495-846231
TPR_2	TTHERM_00657580	144840-147443
TPR_2	TTHERM_00881470	189817-191182
TPR_2	TTHERM_00248310	750896-752176
TPR_2	TTHERM_00697150	118418-119936
TPR_2	TTHERM_01192460	62840-63886
TPR_2	TTHERM_001125131	22339-23044
TPR_2	TTHERM_00128780	437397-438450
TPR_2	TTHERM_00126830	795110-799860
TPR_2	TTHERM_00125358	955433-961440
TPR_2	TTHERM_01085580	48183-49704
TPR_2	TTHERM_00717730	559962-561117
TPR_2	TTHERM_00623040	186841-188524
TPR_2	TTHERM_00325640	34477-35215
TPR_2	TTHERM_000929519	132111-133668
TPR_2	TTHERM_00218670	335134-338664
TPR_2	TTHERM_00446530	533752-539249
TPR_2	TTHERM_00455290	77200-79349
TPR_2	TTHERM_00227740	679317-681861
TPR_2	TTHERM_00845900	88290-90399
TPR_2	TTHERM_00227440	527347-530478
TPR_2	TTHERM_00644590	298553-301090
TPR_2	TTHERM_00923050	84204-87564
TPR_2	TTHERM_00522400	225870-228602
TPR_2	TTHERM_00419940	92264-99148
TPR_2	TTHERM_000086968	518766-525647
TPR_2	TTHERM_01213910	414258-415728
TPR_2	TTHERM_00540410	446223-448609
TPR_2	TTHERM_00312460	186203-187712
TPR_2	TTHERM_00347950	628219-629587
TPR_2	TTHERM_00069368	335166-336889
TPR_2	TTHERM_000474539	221524-221923
TPR_2	TTHERM_00344230	364732-369749
TPR_2	TTHERM_00502210	299259-301126
TPR_2	TTHERM_00787050	118423-120092
TPR_2	TTHERM_00263290	449185-462758
TPR_2	TTHERM_00717730	559962-561117
TPR_2	TTHERM_00548130	185716-187395
TPR_2	TTHERM_000723053	52045-54251
TPR_2	TTHERM_00637650	290653-293019
TPR_2	TTHERM_00221090	838281-840709
TPR_2	TTHERM_00112320	483049-485128
TPR_2	TTHERM_00621550	328643-336308
TPR_2	TTHERM_00047680	772987-774822
TPR_2	TTHERM_00150010	594015-598336
TPR_2	TTHERM_00312610	225176-227416
TPR_2	TTHERM_00024370	2184453-2185409
TPR_2	TTHERM_00440700	280-1939
TPR_2	TTHERM_00318680	640078-642100
TPR_2	TTHERM_000643469	252366-253169
TPR_2	TTHERM_00024060	2068614-2070747
TPR_2	TTHERM_000227538	569469-569775
TPR_2	TTHERM_00010960	881586-885131
TPR_2	TTHERM_00245560	366590-367808
TPR_2	TTHERM_00760570	144624-146909
TPR_2	TTHERM_000635758	342964-343714
TPR_2	TTHERM_01055600	68854-70296
TPR_2	TTHERM_00197650	1627-3679
TPR_2	TTHERM_00188790	167268-168285
TPR_2	TTHERM_00701190	234862-243316
TPR_2	TTHERM_00666470	142570-145077
TPR_2	TTHERM_00313720	682832-685645
TPR_2	TTHERM_00823740	102440-105771
TPR_2	TTHERM_01002790	91789-93268
TPR_2	TTHERM_01029950	83870-86237
TPR_2	TTHERM_00494690	446353-449465
TPR_2	TTHERM_00571720	892543-894001
TPR_2	TTHERM_00247080	609054-628502
TPR_2	TTHERM_00388650	382000-389973
TPR_2	TTHERM_00533930	426080-427610
TPR_2	TTHERM_00471280	281294-283537
TPR_2	TTHERM_00073160	14882-16727
TPR_2	TTHERM_00859360	192024-195756
TPR_2	TTHERM_001048129	98337-99760
TPR_2	TTHERM_00685840	173365-176244
TPR_2	TTHERM_00920770	160553-162731
TPR_2	TTHERM_000649439	324847-325123
TPR_2	TTHERM_00304340	114760-116179
TPR_2	TTHERM_00657470	100329-101515
TPR_2	TTHERM_000024389	2188804-2189317
TPR_2	TTHERM_00312420	178746-180258
TPR_2	TTHERM_00354900	1350975-1356225
TPR_2	TTHERM_00688750	194730-196875
TPR_2	TTHERM_00533900	413232-415077
TPR_2	TTHERM_00600280	211800-214725
TPR_2	TTHERM_00317270	489557-497652
TPR_2	TTHERM_000185489	700351-701472
TPR_2	TTHERM_00188760	162692-163128
TPR_2	TTHERM_01140390	73239-76440
TPR_2	TTHERM_00259410	74440-77271
TPR_2	TTHERM_000629740	379476-384551
TPR_2	TTHERM_000765349	196858-197857
TPR_2	TTHERM_00563860	11769-12381
TPR_2	TTHERM_00755780	25077-26172
TPR_2	TTHERM_00125810	812443-817213
TPR_2	TTHERM_00437310	509013-514889
TPR_2	TTHERM_00239210	291082-294334
TPR_2	TTHERM_00395850	71958-74961
TPR_2	TTHERM_00655940	237286-244406
TPR_2	TTHERM_000248289	737436-738215
TPR_2	TTHERM_00760400	80787-83938
TPR_2	TTHERM_000408939	118126-119248
TPR_2	TTHERM_00049060	915733-917910
TPR_2	TTHERM_00442360	248695-250449
TPR_2	TTHERM_00325671	39981-42084
TPR_2	TTHERM_00563900	21225-24074
TPR_2	TTHERM_01123860	11586-17612
TPR_2	TTHERM_00770780	133646-135026
TPR_2	TTHERM_00723360	152806-154314
TPR_2	TTHERM_00160870	333842-338324
TPR_2	TTHERM_00246990	569512-581531
TPR_2	TTHERM_00248260	716968-722485
TPR_2	TTHERM_00449300	250714-252682
TPR_2	TTHERM_00030470	785790-789670
TPR_2	TTHERM_00126840	788639-793437
TPR_2	TTHERM_00316550	255249-259008
TPR_2	TTHERM_01093530	28448-34307
TPR_2	TTHERM_00437520	458999-460100
TPR_2	TTHERM_00013180	1344618-1348786
TPR_2	TTHERM_01044370	2097-4819
TPR_2	TTHERM_00824030	201893-203675
TPR_2	TTHERM_00125810	812443-817213
TPR_2	TTHERM_00126840	788639-793437
TPR_2	TTHERM_00408890	106126-107260
TPR_2	TTHERM_00755940	91448-92757
TPR_2	TTHERM_00408920	114354-115549
TPR_2	TTHERM_00318740	658164-662539
TPR_2	TTHERM_00758840	94110-96519
TPR_2	TTHERM_00670910	328088-329528
TPR_2	TTHERM_00245890	513616-523640
TPR_2	TTHERM_00470630	81085-82591
TPR_2	TTHERM_000307842	298204-302323
TPR_2	TTHERM_00247050	598057-601301
TPR_2	TTHERM_000275799	738311-742946
TPR_2	TTHERM_00756510	252052-253099
TPR_2	TTHERM_01253380	11580-13089
TPR_2	TTHERM_00077370	536132-540588
TPR_2	TTHERM_00227520	563629-566914
TPR_2	TTHERM_001050449	35580-39879
TPR_2	TTHERM_01090110	518796-519930
TPR_2	TTHERM_00997630	94054-95779
TPR_2	TTHERM_00387110	183779-184928
TPR_2	TTHERM_00147660	93456-97336
TPR_2	TTHERM_01027630	52859-59184
TPR_2	TTHERM_00294500	667048-671815
TPR_2	TTHERM_00189260	365324-374648
TPR_2	TTHERM_00126920	750638-753619
TPR_2	TTHERM_00487040	471808-472641
TPR_2	TTHERM_00471060	233454-235023
TPR_2	TTHERM_000343939	231057-232935
TPR_2	TTHERM_001161050	668147-671996
TPR_2	TTHERM_00997620	92925-93579
TPR_2	TTHERM_001539702	7547-8015
TPR_2	TTHERM_00433410	835388-837782
TPR_2	TTHERM_00623020	180341-180782
TPR_2	TTHERM_00938730	151-1884
TPR_2	TTHERM_00933140	97976-99932
TPR_2	TTHERM_00402039	363735-369073
TPR_2	TTHERM_00812840	127600-127912
TPR_2	TTHERM_00188760	162692-163128
TPR_2	TTHERM_00648930	128898-134141
TPR_2	TTHERM_00245750	441787-448809
TPR_2	TTHERM_00126900	755529-759926
TPR_2	TTHERM_00214670	826372-828349
TPR_2	TTHERM_00723620	247027-250302
TPR_2	TTHERM_01014690	92855-94901
TPR_2	TTHERM_00275800	743684-748927
TPR_2	TTHERM_000147483	9080-10256
TPR_2	TTHERM_01079160	44012-47318
TPR_2	TTHERM_00410210	230943-234384
TPR_2	TTHERM_00248290	738388-742942
TPR_2	TTHERM_00836610	24239-33120
TPR_2	TTHERM_00354580	1233155-1237646
TPR_2	TTHERM_00617810	43200-45552
TPR_2	TTHERM_01080460	55783-56953
TPR_2	TTHERM_00437550	433401-438178
TPR_2	TTHERM_000695879	191946-192444
TPR_2	TTHERM_00263250	429319-433669
TPR_2	TTHERM_000246969	565268-566181
TPR_2	TTHERM_00939180	154707-164856
TPR_2	TTHERM_01224660	29402-31568
TPR_2	TTHERM_00617810	43200-45552
TPR_2	TTHERM_00248270	724683-730427
TPR_2	TTHERM_00247030	590351-591798
TPR_2	TTHERM_001287957	14188-25573
TPR_2	TTHERM_000263289	441742-446918
TPR_2	TTHERM_00456830	274837-277028
TPR_2	TTHERM_00045060	113757-122187
TPR_2	TTHERM_00238870	177056-181012
TPR_2	TTHERM_00448600	42247-43480
TPR_2	TTHERM_00245880	504724-511977
TPR_2	TTHERM_00283170	407661-409838
TPR_2	TTHERM_00263140	384926-386081
TPR_2	TTHERM_01224660	29402-31568
TPR_2	TTHERM_00239280	326253-328958
TPR_2	TTHERM_00011560	1093606-1094758
TPR_2	TTHERM_000082160	1212544-1225135
TPR_2	TTHERM_000091489	312389-313201
TPR_2	TTHERM_01244570	19438-20954
TPR_2	TTHERM_00247020	584434-587728
TPR_2	TTHERM_00726330	224987-226628
TPR_2	TTHERM_00125790	823157-827490
TPR_2	TTHERM_00011560	1093606-1094758
TPR_2	TTHERM_00731390	58638-61473
TPR_2	TTHERM_00248240	702820-707792
TPR_2	TTHERM_00409040	154525-159965
TPR_2	TTHERM_00266310	57521-62720
TPR_2	TTHERM_00227500	556289-559241
TPR_2	TTHERM_00248340	762685-770888
TPR_2	TTHERM_01076960	85743-88469
TPR_2	TTHERM_000263288	435466-440473
TPR_2	TTHERM_00335750	197235-200353
TPR_2	TTHERM_00785840	12048-17961
TPR_2	TTHERM_01070320	4158-5679
TPR_2	TTHERM_000732839	237738-240670
TPR_2	TTHERM_00225810	273345-277156
TPR_2	TTHERM_00245800	463018-466684
TPR_2	TTHERM_000324389	569741-573586
TPR_2	TTHERM_00220630	668373-672494
TPR_2	TTHERM_00248320	754092-760451
TPR_2	TTHERM_00616390	241959-244421
TPR_2	TTHERM_00248240	702820-707792
TPR_2	TTHERM_00732540	107715-116899
TPR_2	TTHERM_01181980	21292-25015
TPR_2	TTHERM_01435710	11689-14047
TPR_2	TTHERM_00773510	151712-154948
TPR_2	TTHERM_00133590	884321-887722
TPR_2	TTHERM_00624660	377322-378759
TPR_2	TTHERM_00130060	6216-9651
TPR_2	TTHERM_00853150	274806-280377
TPR_2	TTHERM_01027620	47699-52490
TPR_2	TTHERM_00082150	1211314-1211739
TPR_2	TTHERM_01027640	59347-64315
TPR_2	TTHERM_000275769	715422-716518
TPR_2	TTHERM_000245849	488361-493428
TPR_2	TTHERM_000275768	712272-715358
TPR_2	TTHERM_01013220	60805-66549
TPR_2	TTHERM_001180979	1282-12042
TPR_2	TTHERM_000328629	406107-406731
TPR_2	TTHERM_00247200	677814-680326
TPR_2	TTHERM_00136110	680162-684145
TPR_2	TTHERM_000561609	361131-365695
TPR_2	TTHERM_00227480	544457-547087
TPR_2	TTHERM_000139729	1141-1564
TPR_2	TTHERM_00275740	700913-708054
TPR_2	TTHERM_00245830	483078-487440
TPR_2	TTHERM_00494590	414503-415230
TPR_2	TTHERM_00668060	342034-344419
TPR_2	TTHERM_00243660	2789-6215
TPR_2	TTHERM_00994090	9720-12699
TPR_2	TTHERM_00030240	714626-720703
TPR_2	TTHERM_00444350	80251-84839
TPR_2	TTHERM_00765310	190507-192123
TPR_2	TTHERM_00442200	183616-184881
TPR_2	TTHERM_00248280	732752-736447
TPR_2	TTHERM_00378950	331384-344010
TPR_2	TTHERM_01001380	80518-81829
TPR_2	TTHERM_00248290	738388-742942
TPR_2	TTHERM_00170490	285100-286456
TPR_2	TTHERM_00732850	244627-249684
TPR_2	TTHERM_01131800	11737-16706
TPR_2	TTHERM_000726419	247780-249706
TPR_2	TTHERM_01225660	40037-44362
TPR_2	TTHERM_00298300	46621-54530
TPR_2	TTHERM_00126860	778033-780756
TPR_2	TTHERM_01207550	7966-9617
TPR_2	TTHERM_001080378	17244-18846
TPR_2	TTHERM_00760690	194005-197431
TPR_2	TTHERM_01001400	88039-89037
TPR_2	TTHERM_01027600	38842-43516
TPR_2	TTHERM_000457099	361480-362152
TPR_2	TTHERM_001180979	1282-12042
TPR_2	TTHERM_00126850	783273-786493
TPR_2	TTHERM_00245900	526143-528477
TPR_2	TTHERM_00265110	793987-797860
TPR_2	TTHERM_01131820	25065-26057
TPR_2	TTHERM_01060770	13114-17882
TPR_2	TTHERM_01390270	264-11591
TPR_2	TTHERM_00152050	989887-991335
TPR_2	TTHERM_00313530	615781-616545
TPR_2	TTHERM_00760670	183367-185533
TPR_2	TTHERM_00348150	529421-531399
TPR_2	TTHERM_000561609	361131-365695
TPR_2	TTHERM_00947580	128291-136288
TPR_2	TTHERM_00092800	219008-220436
TPR_2	TTHERM_01084410	110484-112042
TPR_2	TTHERM_000459319	471101-471889
TPR_2	TTHERM_00703410	51652-57787
TPR_2	TTHERM_00760700	199249-202040
TPR_2	TTHERM_00248200	683893-686276
TPR_2	TTHERM_000147669	98694-99472
TPR_2	TTHERM_00409060	162886-166292
TPR_2	TTHERM_01008650	23715-31054
TPR_2	TTHERM_000927401	179803-182720
TPR_2	TTHERM_00617750	11555-15893
TPR_2	TTHERM_00624730	395316-397539
TPR_2	TTHERM_00526530	183481-187289
TPR_2	TTHERM_001106219	97415-99416
TPR_2	TTHERM_00073160	14882-16727
TPR_2	TTHERM_00275790	730592-737718
TPR_2	TTHERM_00138480	139189-154980
TPR_2	TTHERM_00312690	262205-265088
TPR_2	TTHERM_000324389	569741-573586
TPR_2	TTHERM_00126870	772335-776707
TPR_2	TTHERM_00680680	49115-49949
TPR_2	TTHERM_00532690	335273-337895
TPR_2	TTHERM_00275810	750166-753787
TPR_2	TTHERM_00137590	510715-512093
TPR_2	TTHERM_00130070	1357-5425
TPR_2	TTHERM_00558470	325507-332652
TPR_2	TTHERM_000313519	609654-612148
TPR_2	TTHERM_00246950	558732-562682
TPR_2	TTHERM_01131800	11737-16706
TPR_2	TTHERM_00794390	148079-149646
TPR_2	TTHERM_00242370	765751-767311
TPR_2	TTHERM_00926910	4701-11020
TPR_2	TTHERM_01130790	6599-7575
TPR_2	TTHERM_000147680	103626-106690
TPR_2	TTHERM_00059260	830205-832770
TPR_2	TTHERM_00194480	481641-482480
TPR_2	TTHERM_00147640	78838-80989
TPR_2	TTHERM_00024050	2061991-2067841
TPR_2	TTHERM_000944079	139-1261
TPR_2	TTHERM_000247169	664040-664990
TPR_2	TTHERM_00618840	64767-67142
TPR_2	TTHERM_00490920	352196-354345
TPR_2	TTHERM_01001280	44081-48645
TPR_2	TTHERM_00245810	468317-474295
TPR_2	TTHERM_01130780	1209-4177
TPR_2	TTHERM_001169509	63795-65511
TPR_2	TTHERM_00298400	107842-116575
TPR_2	TTHERM_00130070	1357-5425
TPR_2	TTHERM_00457050	354133-356838
TPR_2	TTHERM_00241989	579416-581527
TPR_2	TTHERM_01289160	43380-45200
TPR_2	TTHERM_01014770	123040-124740
TPR_2	TTHERM_000089239	388835-389796
TPR_2	TTHERM_00242070	623790-626311
TPR_2	TTHERM_000086969	525678-526967
TPR_2	TTHERM_01253400	19594-22704
TPR_2	TTHERM_00241780	490726-494989
TPR_2	TTHERM_00617730	2545-3376
TPR_2	TTHERM_000298261	22659-25187
TPR_2	TTHERM_00125230	1012523-1013616
TPR_2	TTHERM_01161010	654900-659792
TPR_2	TTHERM_00678080	107588-112887
TPR_2	TTHERM_00275770	718162-722629
TPR_2	TTHERM_00279790	227139-228734
TPR_2	TTHERM_000780669	128815-140824
TPR_2	TTHERM_00220810	731022-736386
TPR_2	TTHERM_000919649	98965-103662
TPR_2	TTHERM_000617817	49024-51277
TPR_2	TTHERM_00305570	197602-199843
TPR_2	TTHERM_00628650	15022-16844
TPR_2	TTHERM_00492500	93524-95014
TPR_2	TTHERM_00794430	166327-171524
TPR_2	TTHERM_00048870	844277-848466
TPR_2	TTHERM_00095640	106175-107765
TPR_2	TTHERM_00827190	178832-183041
TPR_2	TTHERM_00298320	58444-67232
TPR_2	TTHERM_00927400	174343-178299
TPR_2	TTHERM_000075699	233751-234373
TPR_2	TTHERM_00056110	1276124-1279518
TPR_2	TTHERM_00259540	101433-105087
TPR_2	TTHERM_00299870	255896-261736
TPR_2	TTHERM_00388570	354434-356673
TPR_2	TTHERM_00583460	379159-389398
TPR_2	TTHERM_00463740	472915-477152
TPR_2	TTHERM_00219560	645773-650616
TPR_2	TTHERM_00827190	178832-183041
TPR_2	TTHERM_00527300	430541-431231
TPR_2	TTHERM_00322750	352542-354204
TPR_2	TTHERM_00578490	31392-33021
TPR_2	TTHERM_00473330	162763-165396
TPR_2	TTHERM_00299860	252624-255285
TPR_2	TTHERM_00143630	366414-369678
TPR_2	TTHERM_00968570	598-3729
TPR_2	TTHERM_00760670	183367-185533
TPR_2	TTHERM_01001290	49156-52773
TPR_8	TTHERM_000778409	234682-235099
TPR_8	TTHERM_01156790	31532-38753
TPR_8	TTHERM_01156770	20129-20963
TPR_8	TTHERM_01229030	55437-61935
TPR_8	TTHERM_00601840	2875-7735
TPR_8	TTHERM_00865010	124988-134491
TPR_8	TTHERM_00518510	370464-374686
TPR_8	TTHERM_00713550	263749-266848
TPR_8	TTHERM_00283270	436434-445950
TPR_8	TTHERM_00856650	170294-173786
TPR_8	TTHERM_00591590	379416-381003
TPR_8	TTHERM_00815100	11439-14607
TPR_8	TTHERM_00685910	199933-201910
TPR_8	TTHERM_00317070	427174-432928
TPR_8	TTHERM_00815100	11439-14607
TPR_8	TTHERM_00713620	287030-289487
TPR_8	TTHERM_00319980	40282-43651
TPR_8	TTHERM_000391529	485565-487382
TPR_8	TTHERM_00146360	1024851-1027420
TPR_8	TTHERM_00658930	283449-286002
TPR_8	TTHERM_01109950	83923-88164
TPR_8	TTHERM_00856770	205770-207683
TPR_8	TTHERM_00013140	1328725-1330292
TPR_8	TTHERM_00806890	39039-40941
TPR_8	TTHERM_00657550	133320-134863
TPR_8	TTHERM_00485940	73169-76573
TPR_8	TTHERM_000268328	504538-507068
TPR_8	TTHERM_000391529	485565-487382
TPR_8	TTHERM_00678530	300876-304806
TPR_8	TTHERM_00329950	525504-526476
TPR_8	TTHERM_00441960	96614-97511
TPR_8	TTHERM_00019620	1919729-1921409
TPR_8	TTHERM_00188780	164064-165759
TPR_8	TTHERM_00557980	127681-128797
TPR_8	TTHERM_002653487	2-948
TPR_8	TTHERM_000312406	166329-166611
TPR_8	TTHERM_00635760	345047-346797
TPR_8	TTHERM_01359450	9182-10034
TPR_8	TTHERM_00431320	893039-898028
TPR_8	TTHERM_000079989	1173094-1176742
TPR_8	TTHERM_00469130	422751-429579
TPR_8	TTHERM_00348090	554900-562096
TPR_8	TTHERM_00530060	212117-214747
TPR_8	TTHERM_00630300	189655-194830
TPR_8	TTHERM_00833880	221631-222372
TPR_8	TTHERM_00418640	8094-10293
TPR_8	TTHERM_00712000	118726-120492
TPR_8	TTHERM_00307770	272208-273540
TPR_8	TTHERM_00310230	490955-492302
TPR_8	TTHERM_00266560	150132-152285
TPR_8	TTHERM_00420650	368397-371717
TPR_8	TTHERM_00194410	437331-445148
TPR_8	TTHERM_01109810	16847-18500
TPR_8	TTHERM_00420690	383198-384482
TPR_8	TTHERM_00370900	485016-489165
TPR_8	TTHERM_00257190	816908-819227
TPR_8	TTHERM_000635759	343768-344827
TPR_8	TTHERM_01232210	12132-13993
TPR_8	TTHERM_00037500	1674932-1676777
TPR_8	TTHERM_00391230	595377-599061
TPR_8	TTHERM_01194820	62408-63794
TPR_8	TTHERM_00594260	199795-200716
TPR_8	TTHERM_000391241	607523-611054
TPR_8	TTHERM_00037490	1668353-1670198
TPR_8	TTHERM_01466240	4106-5822
TPR_8	TTHERM_00225820	277870-279412
TPR_8	TTHERM_00467390	190583-194034
TPR_8	TTHERM_00591610	385490-386060
TPR_8	TTHERM_00095528	65399-69395
TPR_8	TTHERM_00013550	1488947-1491459
TPR_8	TTHERM_00699830	94218-96099
TPR_8	TTHERM_00011170	952294-953077
TPR_8	TTHERM_00691880	289413-292495
TPR_8	TTHERM_00011000	909015-912819
TPR_8	TTHERM_00037490	1668353-1670198
TPR_8	TTHERM_00334560	122829-125804
TPR_8	TTHERM_00685850	177185-181385
TPR_8	TTHERM_00571710	894378-898286
TPR_8	TTHERM_01054280	62454-64242
TPR_8	TTHERM_00312410	176965-178468
TPR_8	TTHERM_00105530	929507-932705
TPR_8	TTHERM_00327340	322692-326590
TPR_8	TTHERM_01337390	23060-27294
TPR_8	TTHERM_01106190	80322-91884
TPR_8	TTHERM_00617751	16758-18801
TPR_8	TTHERM_00585360	329149-331243
TPR_8	TTHERM_00856580	149137-151030
TPR_8	TTHERM_01140410	80484-85958
TPR_8	TTHERM_00954310	120741-123460
TPR_8	TTHERM_00564170	112640-118992
TPR_8	TTHERM_00361620	154431-158772
TPR_8	TTHERM_00295850	165601-166036
TPR_8	TTHERM_00728950	167653-172397
TPR_8	TTHERM_00484720	517732-521926
TPR_8	TTHERM_000629729	374456-375854
TPR_8	TTHERM_000736469	212956-213353
TPR_8	TTHERM_000256959	746283-746901
TPR_8	TTHERM_000140859	57540-59833
TPR_8	TTHERM_000833879	220390-221605
TPR_8	TTHERM_01142730	1615974-1617509
TPR_8	TTHERM_00220980	792963-794499
TPR_8	TTHERM_00022750	1970988-1972038
TPR_8	TTHERM_00123690	1448335-1450406
TPR_8	TTHERM_000361639	163666-166170
TPR_8	TTHERM_00346760	606159-607233
TPR_8	TTHERM_00486300	227662-229927
TPR_8	TTHERM_00727550	26941-27897
TPR_8	TTHERM_000790749	145052-145846
TPR_8	TTHERM_01192460	62840-63886
TPR_8	TTHERM_000037489	1666186-1667993
TPR_8	TTHERM_00170580	314393-317960
TPR_8	TTHERM_00242560	840495-846231
TPR_8	TTHERM_00095510	57953-59289
TPR_8	TTHERM_00354740	1301917-1303691
TPR_8	TTHERM_000312408	171328-172834
TPR_8	TTHERM_00107040	1121173-1124964
TPR_8	TTHERM_00433670	758958-759504
TPR_8	TTHERM_01107390	63398-64695
TPR_8	TTHERM_00502439	404877-408106
TPR_8	TTHERM_000578529	50812-52774
TPR_8	TTHERM_00890160	74414-76477
TPR_8	TTHERM_000238919	201072-202242
TPR_8	TTHERM_00881470	189817-191182
TPR_8	TTHERM_00433650	763106-764767
TPR_8	TTHERM_000128699	458383-458923
TPR_8	TTHERM_00145680	763616-765140
TPR_8	TTHERM_00128310	610350-612219
TPR_8	TTHERM_00348370	449210-452741
TPR_8	TTHERM_00499340	38569-41402
TPR_8	TTHERM_00318680	640078-642100
TPR_8	TTHERM_00077440	574647-576818
TPR_8	TTHERM_00133410	943636-944806
TPR_8	TTHERM_00437540	448887-453214
TPR_8	TTHERM_00444480	125535-129189
TPR_8	TTHERM_00486430	268565-270489
TPR_8	TTHERM_00194770	599990-604508
TPR_8	TTHERM_00624210	244056-246606
TPR_8	TTHERM_00421140	558219-560273
TPR_8	TTHERM_00455290	77200-79349
TPR_8	TTHERM_00077100	430489-434301
TPR_8	TTHERM_00697260	84738-86234
TPR_8	TTHERM_00683400	320689-324366
TPR_8	TTHERM_01192460	62840-63886
TPR_8	TTHERM_00697150	118418-119936
TPR_8	TTHERM_00700910	132597-139175
TPR_8	TTHERM_01253340	2752-4927
TPR_8	TTHERM_000388459	309712-310150
TPR_8	TTHERM_00047680	772987-774822
TPR_8	TTHERM_00254500	498754-501778
TPR_8	TTHERM_00197650	1627-3679
TPR_8	TTHERM_00170580	314393-317960
TPR_8	TTHERM_00421170	566385-567206
TPR_8	TTHERM_00717730	559962-561117
TPR_8	TTHERM_00657580	144840-147443
TPR_8	TTHERM_00219470	616359-621207
TPR_8	TTHERM_000474539	221524-221923
TPR_8	TTHERM_000157889	716318-718226
TPR_8	TTHERM_00836620	36851-39919
TPR_8	TTHERM_00344230	364732-369749
TPR_8	TTHERM_000929519	132111-133668
TPR_8	TTHERM_00717730	559962-561117
TPR_8	TTHERM_00571720	892543-894001
TPR_8	TTHERM_00325640	34477-35215
TPR_8	TTHERM_00393350	240757-242410
TPR_8	TTHERM_00442360	248695-250449
TPR_8	TTHERM_01132870	38894-42789
TPR_8	TTHERM_01358380	7797-17542
TPR_8	TTHERM_00248310	750896-752176
TPR_8	TTHERM_00644590	298553-301090
TPR_8	TTHERM_00533930	426080-427610
TPR_8	TTHERM_00771980	216375-219114
TPR_8	TTHERM_00845900	88290-90399
TPR_8	TTHERM_000227538	569469-569775
TPR_8	TTHERM_000723053	52045-54251
TPR_8	TTHERM_00859360	192024-195756
TPR_8	TTHERM_00128780	437397-438450
TPR_8	TTHERM_00126830	795110-799860
TPR_8	TTHERM_00446530	533752-539249
TPR_8	TTHERM_00221090	838281-840709
TPR_8	TTHERM_00787050	118423-120092
TPR_8	TTHERM_00245550	364462-365401
TPR_8	TTHERM_00760570	144624-146909
